"Domain","Profile","Primed","Iteration","Prompt","Response","Lexical_Similarity","Semantic_Similarity","Syntactic_Similarity","Positional_Similarity"
"X1","A","No","1","How should we scale a microservice during traffic spikes?","Use Kubernetes autoscaling.","0.529","0.427","0.419","0.420"
"X1","A","No","1","Which database suits high-write analytics on AWS?","Global DynamoDB tables.","0.530","0.436","0.421","0.414"
"X1","A","No","1","What monitoring is best for Kubernetes clusters?","Queue spikes; smooth.","0.523","0.425","0.419","0.414"
"X1","A","No","1","When do we enable multi-factor authentication organization-wide?","Enforce MFA enterprise-wide.","0.516","0.417","0.408","0.405"
"X1","A","No","1","What rollout strategy reduces downtime for deployments?","Stage canary; blue-green.","0.517","0.398","0.405","0.437"
"X1","A","No","2","How should we scale a microservice during traffic spikes?","K8s autoscaling, enable.","0.529","0.427","0.419","0.420"
"X1","A","No","2","Which database suits high-write analytics on AWS?","Use DynamoDB global.","0.530","0.436","0.421","0.414"
"X1","A","No","2","What monitoring is best for Kubernetes clusters?","Backpressure via queues.","0.523","0.425","0.419","0.414"
"X1","A","No","2","When do we enable multi-factor authentication organization-wide?","Enable MFA everywhere.","0.516","0.417","0.408","0.405"
"X1","A","No","2","What rollout strategy reduces downtime for deployments?","Canary, then blue-green.","0.517","0.398","0.405","0.437"
"X1","A","No","3","How should we scale a microservice during traffic spikes?","Autoscale Kubernetes now.","0.529","0.427","0.419","0.420"
"X1","A","No","3","Which database suits high-write analytics on AWS?","Pick DynamoDB global.","0.530","0.436","0.421","0.414"
"X1","A","No","3","What monitoring is best for Kubernetes clusters?","Use queues to buffer.","0.523","0.425","0.419","0.414"
"X1","A","No","3","When do we enable multi-factor authentication organization-wide?","Turn on MFA globally.","0.516","0.417","0.408","0.405"
"X1","A","No","3","What rollout strategy reduces downtime for deployments?","Canary releases, then switch.","0.517","0.398","0.405","0.437"
"X1","A","No","4","How should we scale a microservice during traffic spikes?","Autoscale with HPA.","0.529","0.427","0.419","0.420"
"X1","A","No","4","Which database suits high-write analytics on AWS?","Choose DynamoDB global.","0.530","0.436","0.421","0.414"
"X1","A","No","4","What monitoring is best for Kubernetes clusters?","Queues absorb load.","0.523","0.425","0.419","0.414"
"X1","A","No","4","When do we enable multi-factor authentication organization-wide?","Enable global MFA.","0.516","0.417","0.408","0.405"
"X1","A","No","4","What rollout strategy reduces downtime for deployments?","Blue-green with canaries.","0.517","0.398","0.405","0.437"
"X1","A","No","5","How should we scale a microservice during traffic spikes?","Enable HPA autoscaling.","0.529","0.427","0.419","0.420"
"X1","A","No","5","Which database suits high-write analytics on AWS?","Adopt global DynamoDB.","0.530","0.436","0.421","0.414"
"X1","A","No","5","What monitoring is best for Kubernetes clusters?","Queues for backpressure.","0.523","0.425","0.419","0.414"
"X1","A","No","5","When do we enable multi-factor authentication organization-wide?","MFA on org-wide.","0.516","0.417","0.408","0.405"
"X1","A","No","5","What rollout strategy reduces downtime for deployments?","Blue-green + canaries.","0.517","0.398","0.405","0.437"
"X1","A","No","6","How should we scale a microservice during traffic spikes?","Use Kubernetes autoscaling.","0.529","0.427","0.419","0.420"
"X1","A","No","6","Which database suits high-write analytics on AWS?","Global DynamoDB tables.","0.530","0.436","0.421","0.414"
"X1","A","No","6","What monitoring is best for Kubernetes clusters?","Queue spikes; smooth.","0.523","0.425","0.419","0.414"
"X1","A","No","6","When do we enable multi-factor authentication organization-wide?","Enforce MFA enterprise-wide.","0.516","0.417","0.408","0.405"
"X1","A","No","6","What rollout strategy reduces downtime for deployments?","Stage canary; blue-green.","0.517","0.398","0.405","0.437"
